Tag,Rng,ArtistNo,Title,Artist,ConstituentID,Nationality,Birth,Death,Date,Medium,CreditLine,AccessionNumber,Classification,Department,DateAcquired,ObjectID,URL,ThumbnailURL
65,3,11,Study for Black Ripe,Ad Reinhardt,3048,American,1923,2015,1954,Ink,Purchased with funds provided by Mr. and Mrs. Edmond J. Safra in honor of Marie-Josee and Henry R. Kravis,7.1998,Drawing,Drawings,2/5/1998,33061,http://www.moma.org/collection/works/33061,http://www.moma.org/media/W1siZiIsIjg4ODU0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=05c61778946414df
66,3,11,"Instant House #2, Drawing",Ad Reinhardt,53,American,1940,2017,1980,Ink,Gift of Joyce Pomeroy Schwartz,7.1999,Drawing,Drawings,2/25/1999,33062,http://www.moma.org/collection/works/33062,http://www.moma.org/media/W1siZiIsIjMxMDIwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=25179db5afd1edac
67,5,11,Letter Ghost Geist eines Briefes,Ad Reinhardt,3130,German,1879,1940,1937,Pigmented paste on newspaper,Purchase,8.1939,Drawing,Drawings,1/6/1939,33063,http://www.moma.org/collection/works/33063,http://www.moma.org/media/W1siZiIsIjEzNjIwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f7c26969e20087c
68,2,11,Creole Dance,Ad Reinhardt,1871,Uruguayan,1861,1938,1925,Oil,Gift of the Honorable and Mrs. Robert Woods Bliss,8.1943,Drawing,Drawings,2/18/1943,33064,http://www.moma.org/collection/works/33064,http://www.moma.org/media/W1siZiIsIjIwNzk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=67409567f6cb4b62
69,1,11,Studies for Balanced Sculpture,Ad Reinhardt,1054,British,1914,2003,1952,Ink,Purchase,8.1953,Drawing,Drawings,1/30/1953,33065,http://www.moma.org/collection/works/33065,http://www.moma.org/media/W1siZiIsIjI4MzQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c63f0da37d20b354
70,2,11,Composition,Ad Reinhardt,960,Italian,1900,1972,1953,Gouache,Alfred Flechtheim Fund,8.1954,Drawing,Drawings,4/6/1954,33066,http://www.moma.org/collection/works/33066,http://www.moma.org/media/W1siZiIsIjI3NTQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=85aca8dd18395480
71,4,11,Repas dans le desert,Ad Reinhardt,2898,French,1900,1993,1935,Ink,Saidie A. May Fund,8.1969,Drawing,Drawings,2/10/1969,33070,http://www.moma.org/collection/works/33070,http://www.moma.org/media/W1siZiIsIjEyNDk1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=efde73ff12f7a1fd
72,5,11,Sanford Tanks,Ad Reinhardt,1298,American,1906,1978,1939,Watercolor,Acquired with matching funds from George M. Jaffin and the National Endowment for the Arts,8.1977,Drawing,Drawings,2/2/1977,33071,http://www.moma.org/collection/works/33071,http://www.moma.org/media/W1siZiIsIjE4NjYwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e2b102837a67b220
73,4,11,Woman Reading Lesende Frau,Ad Reinhardt,429,German,1884,1950,1905,Ink,The Joan and Lester Avnet Collection,8.1978,Drawing,Drawings,4/4/1978,33072,http://www.moma.org/collection/works/33072,http://www.moma.org/media/W1siZiIsIjEyODk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5be4ced012698a1d
74,4,11,Untitled Chair Construction,Ad Reinhardt,7963,American,1900,1977,1930,"Construction of paper, soot, spit, and string",Gift of the Family of James Castle,8.1999,Drawing,Drawings,2/25/1999,33074,http://www.moma.org/collection/works/33074,http://www.moma.org/media/W1siZiIsIjU2ODY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ca07a6569a40927f
75,1,11,a Foliage b Study of Trees,Ad Reinhardt,1053,French,1839,1906,1895,Watercolor,Lillie P. Bliss Collection,9.1934.a-b,Drawing,Drawings,9/23/1934,33075,http://www.moma.org/collection/works/33075,http://www.moma.org/media/W1siZiIsIjE2OTI3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c12f33b4b824e7b7
76,4,11,Man Standing,Ad Reinhardt,3332,American,1882,1935,1928-1929,Pencil,Gift of Edward M.M. Warburg,9.1935,Drawing,Drawings,4/18/1935,33076,http://www.moma.org/collection/works/33076,http://www.moma.org/media/W1siZiIsIjQzMDg2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=822e4ad897a347b0
77,5,11,The End of the Day,Ad Reinhardt,2374,American,1893,1959,1919,Ink,A. Conger Goodyear Fund,9.1947,Drawing,Drawings,3/13/1947,33080,http://www.moma.org/collection/works/33080,http://www.moma.org/media/W1siZiIsIjEyMTkwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5bc328df14556907
78,5,11,Sculpture and Red Rocks,Ad Reinhardt,4071,British,1898,1986,1942,Crayon,Gift of Philip L. Goodwin,9.1949,Drawing,Drawings,2/3/1949,33081,http://www.moma.org/collection/works/33081,http://www.moma.org/media/W1siZiIsIjMyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=29bb124fae40cf4b
79,1,11,Lady Bell-Tone Bim Glockentonin Bim,Ad Reinhardt,3130,German,1879,1940,1922,Ink,Acquired through the Lillie P. Bliss Bequest by exchange,9.195,Drawing,Drawings,1/6/1950,33082,http://www.moma.org/collection/works/33082,http://www.moma.org/media/W1siZiIsIjEzNTE3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46bef41a1f6abcbf
80,5,11,Art and Nature,Ad Reinhardt,2773,American,1917,1988,1947,Ink,Katharine Cornell Fund,9.1951,Drawing,Drawings,1/30/1951,33083,http://www.moma.org/collection/works/33083,http://www.moma.org/media/W1siZiIsIjE0MTg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6d994dbefe8796d4
81,1,11,Remains of a Meal of Carp,Ad Reinhardt,2011,German,1935,0,1959,Ink,Gift of Mr. and Mrs. Walter Bareiss,9.1962,Drawing,Drawings,1/9/1962,33085,http://www.moma.org/collection/works/33085,http://www.moma.org/media/W1siZiIsIjI3OTI5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=414576444227f6d9
82,4,11,Untitled,Ad Reinhardt,1468,Argentine,1928,1986,1963,Ink,Inter-American Fund,9.1965,Drawing,Drawings,1/12/1965,33086,http://www.moma.org/collection/works/33086,http://www.moma.org/media/W1siZiIsIjk3MTIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a184ef73d9507699
83,2,12,Study for Mosque near Biskra,Adam Pendleton,1701,American,1864,1941,1915,Pencil,Mr. and Mrs. E. Powis Jones Fund,9.1967,Drawing,Drawings,2/9/1967,33087,http://www.moma.org/collection/works/33087,http://www.moma.org/media/W1siZiIsIjQyMDg0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee7bf96d3cf51209
84,1,13,L'Arbre a  mains,Adja Yunkers,2898,French,1900,1993,1935,Ink,Saidie A. May Fund,9.1969,Drawing,Drawings,2/10/1969,33089,http://www.moma.org/collection/works/33089,http://www.moma.org/media/W1siZiIsIjEyNDk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f48a3f555ad8214
85,4,14,Worth Steel Plant,Adolf Dehn,1298,American,1906,1978,1936,Watercolor,Acquired with matching funds from the Joseph G. Mayer Foundation and the National Endowment for the Arts,9.1977,Drawing,Drawings,2/2/1977,33090,http://www.moma.org/collection/works/33090,http://www.moma.org/media/W1siZiIsIjE4NjYxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebed45b9147b1087
86,5,14,Composition,Adolf Dehn,445,British,1879,1961,1914,Gouache,The Joan and Lester Avnet Collection,9.1978,Drawing,Drawings,4/4/1978,33091,http://www.moma.org/collection/works/33091,http://www.moma.org/media/W1siZiIsIjI0Mzg5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca04716eebb4689f
87,3,14,Untitled Coat Construction,Adolf Dehn,7963,American,1900,1977,1925,"Paper, soot, spit, and string",Gift of the Family of James Castle,9.1999,Drawing,Drawings,2/25/1999,33093,http://www.moma.org/collection/works/33093,http://www.moma.org/media/W1siZiIsIjM1NDgxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b28be920d34d395
88,5,15,Camcorder 9,Adolf Richard Fleischmann,7489,American,1957,0,1993,Watercolor,Gift of Eileen and Peter Norton,10.2,Drawing,Drawings,10/21/1999,33094,http://www.moma.org/collection/works/33094,http://www.moma.org/media/W1siZiIsIjI1MTQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6eb50a4a44d5a63e
89,2,16,Amaryllis and Anemone Amaryllis und Anemone,Adolph Gottlieb,4327,German,1867,1956,1930,Watercolor,Gift of Philip L. Goodwin,10.1949,Drawing,Drawings,2/3/1949,33097,http://www.moma.org/collection/works/33097,http://www.moma.org/media/W1siZiIsIjEyMDA2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a7f2f0bf2fbe735
90,1,16,Dark Jungle,Adolph Gottlieb,2929,American,1920,0,1950,Casein on cardboard,Katharine Cornell Fund,10.1951,Drawing,Drawings,1/30/1951,33098,http://www.moma.org/collection/works/33098,http://www.moma.org/media/W1siZiIsIjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4ae31465b681850f
91,4,16,From Japan,Adolph Gottlieb,1467,American,1901,1994,1951,Watercolor,Purchase,10.1953,Drawing,Drawings,1/30/1953,33099,http://www.moma.org/collection/works/33099,http://www.moma.org/media/W1siZiIsIjIxNzY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea4a58c2d7ac7703
92,4,16,Untitled Woman's Profile,Adolph Gottlieb,2898,French,1900,1993,1936,Decalcomania ink transfer on paper,Saidie A. May Fund,10.1969,Drawing,Drawings,2/10/1969,33105,http://www.moma.org/collection/works/33105,http://www.moma.org/media/W1siZiIsIjc1MTc4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fa6852c66ecd346a
93,4,16,A Certificate of Authenticity,Adolph Gottlieb,1325,Mexican,1934,2017,1973,Cut and Pasted,Gift of Mrs. Wolfgang Schoenborn,10.1977,Drawing,Drawings,2/2/1977,33106,http://www.moma.org/collection/works/33106,http://www.moma.org/media/W1siZiIsIjI1MjkxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a8a4b0067f8f5ee
94,1,16,Decanter with Fruit,Adolph Gottlieb,445,British,1879,1961,1918,Watercolor,The Joan and Lester Avnet Collection,10.1978,Drawing,Drawings,4/4/1978,33107,http://www.moma.org/collection/works/33107,http://www.moma.org/media/W1siZiIsIjQzMjQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8866d48d76f2ee30
95,4,16,Metaesquema No. 348,Adolph Gottlieb,7715,Brazilian,1937,1980,1958,Gouache,Purchased with funds given by Maria de Lourdes Egydio Villela,10.1998,Drawing,Drawings,2/5/1998,33108,http://www.moma.org/collection/works/33108,http://www.moma.org/media/W1siZiIsIjY3NTYyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cab82ac5ef12d51e
96,5,16,Untitled Barn Interior with Fantasy World,Adolph Gottlieb,7963,American,1900,1977,,"Paper, soot, spit, and string",Gift of the Family of James Castle,10.1999,Drawing,Drawings,2/25/1999,33109,http://www.moma.org/collection/works/33109,http://www.moma.org/media/W1siZiIsIjM1NDgwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d0a5f71c8a986051
97,3,16,Popeye,Adolph Gottlieb,7500,American,1957,0,1991,Ink,Gift of Peter Norton,11.2,Drawing,Drawings,10/21/1999,33110,http://www.moma.org/collection/works/33110,http://www.moma.org/media/W1siZiIsIjI0Mzg5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb01d0e762a2a4a5
98,5,16,Construction,Adolph Gottlieb,4975,Russian,1891,1956,1920,Ink,Given anonymously,11.194,Drawing,Drawings,4/5/1940,33112,http://www.moma.org/collection/works/33112,http://www.moma.org/media/W1siZiIsIjM0Nzg4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95fe2677444c5c33
99,3,17,"Standing Nude, Arms Covering her Face",Adolpho Wildt,3832,French,1869,1954,1901-1903,Ink,Gift of Edward Steichen,11.1952,Drawing,Drawings,1/22/1952,33116,http://www.moma.org/collection/works/33116,http://www.moma.org/media/W1siZiIsIjIxMDAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44582f5b45d70da6
100,3,18,Duet for Harp and 'Cello,Adrian Piper,1147,Italian,1913,1993,1944,Pencil,Gift of Mrs. George Hamlin Shaw,11.1956,Drawing,Drawings,3/19/1956,33118,http://www.moma.org/collection/works/33118,http://www.moma.org/media/W1siZiIsIjIzNDg4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7fd4c5a00bfe8f35
101,5,18,Three Courtesans Drei stehende Frauenakte,Adrian Piper,3147,Austrian,1862,1918,1907-1910,Pencil,Mr. and Mrs. William B. Jaffe Fund,11.1957,Drawing,Drawings,2/27/1957,33119,http://www.moma.org/collection/works/33119,http://www.moma.org/media/W1siZiIsIjk4NTMzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f9f29d3552ef876b
102,1,18,Study for Cagoulard,Adrian Piper,2231,Spanish,1876,1942,1935,Ink,Given anonymously,11.1962,Drawing,Drawings,1/9/1962,33120,http://www.moma.org/collection/works/33120,http://www.moma.org/media/W1siZiIsIjEwNTg2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7973a69dd965fed0
103,5,18,Study for Head,Adrian Piper,2231,Spanish,1876,1942,1935,Ink,Gift of Mme Roberta Gonzalez-Richard,11.1967,Drawing,Drawings,2/9/1967,33122,http://www.moma.org/collection/works/33122,http://www.moma.org/media/W1siZiIsIjEwNTg3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54210628416a1a2c
104,4,18,Untitled,Adrian Piper,2898,French,1900,1993,1936,Decalcomania gouache transfer with gouache additions on paper,Saidie A. May Fund,11.1969,Drawing,Drawings,2/10/1969,33124,http://www.moma.org/collection/works/33124,http://www.moma.org/media/W1siZiIsIjc2Njc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=76c9808f5e3a6c83
105,2,18,Study for Radio City Music Hall Mural,Adrian Piper,1412,American,1892,1964,1932,Ink,Gift of Gertrud A. Mellon,11.1977,Drawing,Drawings,2/2/1977,33125,http://www.moma.org/collection/works/33125,http://www.moma.org/media/W1siZiIsIjMzNzY0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0dcf052637934254
106,4,18,The Doll,Adrian Piper,452,German,1902,1975,1937,White ink on black paper,The Joan and Lester Avnet Collection,11.1978,Drawing,Drawings,4/4/1978,33126,http://www.moma.org/collection/works/33126,http://www.moma.org/media/W1siZiIsIjIxMDAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=568b703817795fee
107,3,18,Metaesquema No. 237,Adrian Piper,7715,Brazilian,1937,1980,1957,Gouache,Purchased with funds given by Mr. Gilberto Chateaubriand and Mr. M.F. do Nascimento Brito,11.1998,Drawing,Drawings,2/5/1998,33127,http://www.moma.org/collection/works/33127,http://www.moma.org/media/W1siZiIsIjY2Nzg0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a7901bebd85e796d
108,4,18,Untitled Sun Valley Lodge Peas Book,Adrian Piper,7963,American,1900,1977,1940,"Found paper, soot, spit and string",Gift of the Family of James Castle,11.1999,Drawing,Drawings,2/25/1999,33128,http://www.moma.org/collection/works/33128,http://www.moma.org/media/W1siZiIsIjM4MjkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b5750b82007a9ce
109,2,18,No Title I Hope Mother...,Adrian Piper,7500,American,1957,0,1982,Ink,Gift of Peter Norton,12.2,Drawing,Drawings,10/21/1999,33129,http://www.moma.org/collection/works/33129,http://www.moma.org/media/W1siZiIsIjg4OTc1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=51964164608d899d
110,4,18,Head of a Woman,Adrian Piper,4609,Spanish,1881,1973,1909,Gouache,Gift of Mrs. Saidie A. May,12.193,Drawing,Drawings,10/23/1930,33130,http://www.moma.org/collection/works/33130,http://www.moma.org/media/W1siZiIsIjIxMDAxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=102ed26f753b630b
111,4,18,Dahlias and Pomegranates,Adrian Piper,3832,French,1869,1954,1947,Ink,Abby Aldrich Rockefeller Fund,12.195,Drawing,Drawings,1/6/1950,33133,http://www.moma.org/collection/works/33133,http://www.moma.org/media/W1siZiIsIjEzOTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6234f4890a484a8
112,5,18,Male Figure Ma¤nnliche Figur,Adrian Piper,3199,German,1877,1947,1927-1937,Crayon,Gift of A. Conger Goodyear,12.1954,Drawing,Drawings,4/6/1954,33134,http://www.moma.org/collection/works/33134,http://www.moma.org/media/W1siZiIsIjE2NjA1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e73369acc6c123b0
113,5,18,Black Earth Terres noires,Adrian Piper,1633,French,1901,1985,1955,Cut and Pasted,Gift of Mr. and Mrs. Donald H. Peters,12.1956,Drawing,Drawings,3/19/1956,33136,http://www.moma.org/collection/works/33136,http://www.moma.org/media/W1siZiIsIjIxMDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=780ed4e7ac46f0f1
114,2,18,Two Figures,Adrian Piper,3296,American,1889,1953,1925,Watercolor,Blanchette Hooker Rockefeller Fund,12.1957,Drawing,Drawings,2/27/1957,33137,http://www.moma.org/collection/works/33137,http://www.moma.org/media/W1siZiIsIjIwODAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e7c23bd427ef9ad
115,3,18,Untitled Animals and Figures,Adrian Piper,4675,American,1912,1956,1942,Gouache,Mr. and Mrs. Donald B. Straus Fund,12.1958,Drawing,Drawings,2/19/1958,33138,http://www.moma.org/collection/works/33138,http://www.moma.org/media/W1siZiIsIjI0Mzg5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6043fec9dada3179
116,3,18,Ascent 3,Adrian Piper,3739,American,1914,1993,1962,Cut and Pasted,Gift of Mr. and Mrs. Sidney Elliott Cohn,12.1963,Drawing,Drawings,1/8/1963,33140,http://www.moma.org/collection/works/33140,http://www.moma.org/media/W1siZiIsIjI4MTg2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a083cc48660c30a9
117,3,18,Study for Head,Adrian Piper,2231,Spanish,1876,1942,1935,Ink,Gift of Mme Roberta Gonzalez-Richard,12.1967,Drawing,Drawings,2/9/1967,33141,http://www.moma.org/collection/works/33141,http://www.moma.org/media/W1siZiIsIjIxMDAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=01f7f4c30b7e5fc5
118,1,18,Untitled,Adrian Piper,2898,French,1900,1993,1937,Ink,Saidie A. May Fund,12.1969,Drawing,Drawings,2/10/1969,33143,http://www.moma.org/collection/works/33143,http://www.moma.org/media/W1siZiIsIjEyNDk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e9643d57bb3171e
119,5,18,Study for Radio City Music Hall Mural,Adrian Piper,1412,American,1892,1964,1932,Ink,Gift of Gertrud A. Mellon,12.1977,Drawing,Drawings,2/2/1977,33144,http://www.moma.org/collection/works/33144,http://www.moma.org/media/W1siZiIsIjQzMDY2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af7f5bf64b71a9eb
120,5,18,The Palace of King Ubu,Adrian Piper,452,German,1902,1975,1937,White ink on black paper,The Joan and Lester Avnet Collection,12.1978.a-b,Drawing,Drawings,4/4/1978,33145,http://www.moma.org/collection/works/33145,http://www.moma.org/media/W1siZiIsIjEwMDU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c372ab53c4dbf195
121,3,18,Grupo Frente No. 136,Adrian Piper,7715,Brazilian,1937,1980,1956,Gouache,Gift of the Oiticica Family,12.1998,Drawing,Drawings,2/5/1998,33146,http://www.moma.org/collection/works/33146,http://www.moma.org/media/W1siZiIsIjExNjYyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7fd4a307428ca2a
122,4,18,Untitled Philip Morris Book,Adrian Piper,7963,American,1900,1977,1945,"Found paper, soot, spit and string",Gift of the Family of James Castle,12.1999,Drawing,Drawings,2/25/1999,33147,http://www.moma.org/collection/works/33147,http://www.moma.org/media/W1siZiIsIjM4MjkyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61e5b52a747a9622
123,4,18,No Title Last Request,Adrian Piper,7500,American,1957,0,1991,Ink,Gift of Eileen and Peter Norton,13.2,Drawing,Drawings,10/21/1999,33148,http://www.moma.org/collection/works/33148,http://www.moma.org/media/W1siZiIsIjIwMzY0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6e47645590f06ed
124,5,19,"Standing Woman, Back",Afro Afro Basaldella,3332,American,1882,1935,1933-1935,Pencil,Gift of Edward M.M. Warburg,13.1935,Drawing,Drawings,4/18/1935,33149,http://www.moma.org/collection/works/33149,http://www.moma.org/media/W1siZiIsIjQzMjQwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92dd97a5ba124a3f
125,2,19,The Committee of 100,Afro Afro Basaldella,5366,American,1898,1969,1935,Ink,Gift of Lincoln Kirstein,13.1949,Drawing,Drawings,2/3/1949,33150,http://www.moma.org/collection/works/33150,http://www.moma.org/media/W1siZiIsIjEyMjA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e73a59d67765de9
126,1,20,Girl with Doll Carriage Ma¤dchen mit Puppenwagen,Agam Yaacov Agam,3130,German,1879,1940,1923,Oil,Purchase,13.1951,Drawing,Drawings,1/30/1951,33151,http://www.moma.org/collection/works/33151,http://www.moma.org/media/W1siZiIsIjk4NTM0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b2f2b89aff1aa2fd
127,4,20,Landscape,Agam Yaacov Agam,3686,Brazilian,1927,1982,1956,Gouache,Inter-American Fund,13.1957,Drawing,Drawings,2/27/1957,33153,http://www.moma.org/collection/works/33153,http://www.moma.org/media/W1siZiIsIjI3OTMwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d18b69d42bd1aa2d
128,3,21,Untitled,Agatha Wojciechowsky,4675,American,1912,1956,1945,Pastel,Blanchette Hooker Rockefeller Fund,13.1958,Drawing,Drawings,2/19/1958,33154,http://www.moma.org/collection/works/33154,http://www.moma.org/media/W1siZiIsIjg4ODYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fec2e0c3c99fc01b
129,1,21,Study for Head,Agatha Wojciechowsky,2231,Spanish,1876,1942,1935,Ink,Gift of Mme Roberta Gonzalez-Richard,13.1967,Drawing,Drawings,2/9/1967,33157,http://www.moma.org/collection/works/33157,http://www.moma.org/media/W1siZiIsIjIxMDAxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1db5710f8d995687
130,3,21,Untitled,Agatha Wojciechowsky,5804,American,1900,1955,1936,Decalcomania ink transfer on paper,Alva Gimbel Fund,13.1969,Drawing,Drawings,2/10/1969,33159,http://www.moma.org/collection/works/33159,http://www.moma.org/media/W1siZiIsIjc2MjU0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9f215347bee75189
131,3,22,Second Baby Drawing,Agnes Denes,1547,American,1935,0,1976,Charcoal,Gift of Lily Auchincloss,13.1977,Drawing,Drawings,2/2/1977,33160,http://www.moma.org/collection/works/33160,http://www.moma.org/media/W1siZiIsIjcxNDgzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cd8de381fd637c1e
